payment_id,invoice_id,payment_date,amount_paid,discount_applied
PAY-7287,INV-7411,2026-11-19,1980443.06,6432.71
PAY-1650,INV-1665,2025-11-11,185101.43,0.00
PAY-5852,INV-5965,2026-07-06,494452.00,16290.96
PAY-7247,INV-7373,2026-07-09,79664.94,3569.80
PAY-3056,INV-3092,18-10-2026,117578.97,5953.81
PAY-4504,INV-4587,,1116663.18,0.00
PAY-3329,INV-3388,2026-11-02,,0.00
PAY-3333,INV-3392,28-07-2025,530173.10,0.00
PAY-3078,INV-3116,2025-11-01,944854.94,0.00
PAY-5443,INV-5550,2026-01-22,1463681.84,0.00
PAY-4770,INV-4855,10-03-2026,1495187.03,0.00
PAY-7092,INV-7212,2025-10-24,,
PAY-6167,INV-6276,2025-08-15,301377.43,978.80
PAY-5663,INV-5771,2027-01-31,675844.37,0.00
PAY-1572,INV-1583,2026-12-18,1470295.04,20609.48
PAY-2618,INV-2639,2026-07-05,1719443.93,0.00
PAY-1497,INV-1506,2027-02-02,571008.16,26926.78
PAY-6471,INV-6593,,527607.32,14524.87
PAY-5608,INV-5710,2027-01-02,1547429.33,0.00
PAY-2629,INV-2650,2026-02-09,331219.83,0.00
PAY-1471,INV-1483,2026-06-17,121710.53,5294.32
PAY-3529,INV-3585,,627166.05,4578.22
PAY-1812,INV-1822,29-10-2026,404084.93,1423.56
PAY-5537,INV-5642,2026-06-03,565231.68,0.00
PAY-4844,INV-4933,2025-10-13,411417.56,0.00
PAY-2670,INV-2690,2025-07-16,1721282.19,24771.93
PAY-4681,INV-4763,2026-06-20,663143.78,15856.89
PAY-7263,INV-7389,2025-12-18,185005.62,0.00
PAY-5652,INV-5757,2026-05-17,351973.50,5.20
PAY-3050,INV-3086,2026-08-15,1957702.74,0.00
PAY-4969,INV-5060,2025-05-28,287406.85,0.00
PAY-6686,INV-6802,05-10-2025,406101.00,0.00
PAY-3034,INV-3068,2025-07-31,1880778.73,0.00
PAY-7189,INV-7314,2026-03-12,1168705.01,18982.29
PAY-3188,INV-3250,2026-03-13,206141.30,0.00
PAY-1496,INV-1506,2027-02-07,430267.23,35587.74
PAY-6956,INV-7078,2026-09-04,1551577.38,0.00
PAY-5806,INV-5918,2025-10-13,228830.62,2915.26
PAY-5425,INV-5527,2026-10-06,1094598.12,0.00
PAY-7275,INV-7401,2026-01-04,919947.37,85758.52
PAY-5861,INV-5974,2025-12-26,527207.81,55290.40
PAY-7448,INV-9179,2026-12-07,60781.16,0.00
PAY-6757,INV-6868,2026-12-01,,879.13
PAY-5045,INV-5141,2026-09-03,1092401.02,0.00
PAY-4124,INV-4191,2026-01-30,176113.88,3883.55
PAY-3893,INV-3959,2025-08-31,1131239.51,0.00
PAY-4628,INV-4720,04-04-2026,435850.49,20666.48
PAY-3358,INV-3419,2026-06-03,1624029.33,0.00
PAY-4600,INV-4687,2026-05-25,,6102.29
PAY-6582,INV-6700,2026-03-10,1658581.48,68658.84
PAY-5233,INV-5338,2026-11-12,1005572.09,0.00
PAY-4533,INV-4620,2025-12-05,608753.06,0.00
PAY-4765,INV-4851,04-12-2025,1308578.96,31505.63
PAY-6580,INV-6698,2025-10-31,867280.58,0.00
PAY-3534,INV-3589,2026-09-07,1115156.72,42804.33
PAY-6181,INV-6293,2026-06-12,736244.82,-49800.12
PAY-3205,INV-3266,2026-11-11,429664.90,0.00
PAY-7447,INV-9439,2026-06-11,452865.20,0.00
PAY-2223,INV-2243,09-06-2025,448627.72,7691.19
PAY-4560,INV-4649,2025-10-21,1761943.04,0.00
PAY-4907,INV-4999,2025-09-12,125615.07,0.00
PAY-5201,INV-5306,2026-04-13,1237807.68,0.00
PAY-7208,INV-7337,2026-10-12,1821236.39,0.00
PAY-4026,INV-4092,2025-12-31,563518.62,0.00
PAY-6474,INV-6596,2026-01-04,1303177.86,59526.21
PAY-3269,INV-3330,2026-01-26,1383962.37,0.00
PAY-1694,INV-1708,2026-11-26,1092879.27,35119.74
PAY-4948,INV-5036,2025-10-11,985450.38,0.00
PAY-3994,INV-4062,2026-03-28,492994.07,0.00
PAY-2647,INV-2667,2026-07-12,1623618.53,65475.24
PAY-7225,INV-7352,2026-01-24,591005.17,22855.07
PAY-1340,INV-1351,2025-09-01,1733954.30,34737.01
PAY-1871,INV-1887,2025-12-05,956401.85,0.00
PAY-6450,INV-6570,2025-12-05,310962.93,6375.17
PAY-6213,INV-6329,2026-10-27,178209.93,0.00
PAY-2493,INV-2509,2025-08-18,483507.63,0.00
PAY-2166,INV-2186,2025-06-07,189354.24,-403.90
PAY-4478,INV-4560,2025-07-27,605344.72,8802.78
PAY-6674,INV-6789,2026-04-05,423800.30,0.00
PAY-3587,INV-3648,2025-07-31,369366.93,0.00
PAY-3126,INV-3167,2026-09-01,628244.44,0.00
PAY-2659,INV-2680,2026-10-20,95854.79,349.65
PAY-5071,INV-5175,2026-01-10,384917.93,0.00
PAY-5169,INV-5276,2026-08-29,983213.51,0.00
PAY-6722,INV-6836,2026-11-15,77587.12,3100.30
PAY-3990,INV-4058,2026-11-26,714546.66,0.00
PAY-6041,INV-6153,2026-11-25,742207.69,34170.08
PAY-1971,INV-1995,2026-02-19,658076.66,23123.53
PAY-4539,INV-4629,2026-10-29,341057.66,15629.25
PAY-3936,INV-3999,2025-08-05,423177.23,0.00
PAY-6773,INV-6886,2026-05-31,877044.00,0.00
PAY-2776,INV-2796,2026-12-16,1307084.19,0.00
PAY-3525,INV-3582,2025-08-31,1106280.06,13548.11
PAY-1884,INV-1904,2025-08-25,1858802.63,63857.54
PAY-2833,INV-2859,2025-10-19,1037285.64,22496.16
PAY-3208,INV-3270,2026-10-04,458161.49,0.00
PAY-6672,INV-6787,2025-09-24,1535696.73,14625.54
PAY-6549,INV-6670,2025-08-28,353759.24,0.00
PAY-6253,INV-6367,2025-09-20,198432.39,3913.61
PAY-6805,INV-6918,2026-12-23,828025.14,6021.45
PAY-1219,INV-1226,2026-06-25,657406.41,0.00
PAY-4044,INV-4108,2027-01-12,1287795.60,5388.05
PAY-1963,INV-1988,2027-01-22,1163297.57,0.00
PAY-1348,INV-1358,2025-08-23,345411.02,0.00
PAY-2808,INV-2830,10-10-2026,458827.47,0.00
PAY-3138,INV-3188,2025-05-16,43684.95,0.00
PAY-4235,INV-4314,2026-08-09,83476.94,
PAY-6645,INV-6761,2026-07-26,504908.96,25506.30
PAY-2065,INV-2085,2025-10-11,734380.07,0.00
PAY-1611,INV-1625,2025-09-13,,0.00
PAY-4646,INV-4735,2025-10-25,1645248.75,0.00
PAY-3650,INV-3708,2025-10-27,865150.63,
PAY-7403,INV-9309,2026-04-30,49644.23,0.00
PAY-5460,INV-5567,,1768050.16,3661.15
PAY-4512,INV-4594,2026-03-08,778484.65,
PAY-5835,INV-5949,2026-04-19,65911.93,-456.75
PAY-3155,INV-3211,2026-11-06,734753.52,0.00
PAY-5950,INV-6062,2026-11-01,1654110.64,0.00
PAY-2796,INV-2816,2025-07-26,15851.17,0.00
PAY-4976,INV-5067,2026-10-07,1708121.91,
PAY-2213,INV-2234,06-06-2026,1040611.01,0.00
PAY-6238,INV-6354,2026-09-27,587875.75,0.00
PAY-1252,INV-1260,,1119511.23,21429.85
PAY-2592,INV-2611,2025-11-03,683389.34,20415.41
PAY-2574,INV-2592,2026-03-24,953025.01,36594.77
PAY-7179,INV-7303,2026-09-22,1470947.90,40878.98
PAY-7106,INV-7227,2026-10-03,1420265.44,0.00
PAY-1158,INV-1169,2026-05-09,455701.35,0.00
PAY-6145,INV-6255,2026-11-06,903914.30,0.00
PAY-1069,INV-1072,2026-09-06,1520534.58,48896.09
PAY-3930,INV-3991,2026-11-02,601105.91,1728.76
PAY-3768,INV-3834,2025-07-10,606241.63,0.00
PAY-6485,INV-6608,2027-01-16,130309.02,0.00
PAY-3876,INV-3941,2026-07-09,,0.00
PAY-6510,INV-6633,2026-01-09,411635.46,0.00
PAY-1077,INV-1080,2026-03-02,1062748.57,49796.56
PAY-3659,INV-3716,2026-05-06,847055.99,781.62
PAY-2690,INV-2711,2025-05-21,165376.12,25011.62
PAY-5577,INV-5681,2026-02-16,537506.52,0.00
PAY-5873,INV-5987,2025-08-19,1358996.15,0.00
PAY-2748,INV-2765,2026-11-29,1016161.48,0.00
PAY-5520,INV-5625,2025-10-03,1085540.53,0.00
PAY-6545,INV-6665,2026-03-26,1269063.87,40115.61
PAY-3019,INV-3055,2026-02-20,-727390.51,32885.82
PAY-7186,INV-7311,2026-02-01,1538909.57,27692.29
PAY-2786,INV-2807,2026-08-06,36038.91,
PAY-5130,INV-5233,2025-02-30,260644.22,0.00
PAY-4256,INV-4332,2026-08-21,1742886.40,0.00
PAY-5530,INV-5637,2025-10-23,812947.96,0.00
PAY-1461,INV-1472,2025-08-19,1084954.20,37785.74
PAY-3324,INV-3384,2026-10-09,804243.64,50649.72
PAY-2958,INV-2993,2026-06-22,460525.73,14390.45
PAY-2910,INV-2939,2026-05-17,953876.56,0.00
PAY-3649,INV-3707,2025-12-13,222122.71,0.00
PAY-1367,INV-1378,2025-11-20,776841.11,37209.15
PAY-2389,INV-2416,11-02-2026,1788899.12,0.00
PAY-3372,INV-3436,2026-12-21,1168231.73,56309.55
PAY-1874,INV-1893,2026-04-09,1495535.81,21914.20
PAY-4141,INV-4213,,1322477.07,15568.15
PAY-3636,INV-3695,2026-02-13,596575.60,0.00
PAY-3668,INV-3725,2026-06-10,380522.17,24814.07
PAY-5501,INV-5608,,,
PAY-4491,INV-4573,2025-10-05,1996388.48,0.00
PAY-2562,INV-2581,2026-06-25,750165.15,0.00
PAY-6521,INV-6641,2026-10-01,614712.94,5347.50
PAY-6678,INV-6795,2026-08-10,1048679.24,33478.54
PAY-2984,INV-3015,2026-11-08,609577.25,0.00
PAY-6511,INV-6633,2026-02-11,200788.01,22847.28
PAY-5973,INV-6085,2026-08-29,416649.08,0.00
PAY-6063,INV-6176,2026-11-17,927994.41,0.00
PAY-4189,INV-4265,2026-04-17,1415807.68,11216.18
PAY-6783,INV-6894,2026-12-10,198391.81,24995.29
PAY-1264,INV-1274,2026-10-24,38420.15,3218.66
PAY-6108,INV-6217,2025-08-07,58405.80,0.00
PAY-3278,INV-3340,2026-07-24,74038.13,0.00
PAY-3995,INV-4063,2026-08-08,144183.48,
PAY-2947,INV-2976,2026-08-14,,0.00
PAY-5374,INV-5482,2025-08-22,1350172.02,39506.82
PAY-1206,INV-1212,2025-12-15,79658.90,0.00
PAY-6500,INV-6624,2026-10-05,-620795.23,
PAY-5516,INV-5622,2026-04-29,1680042.86,0.00
PAY-4096,INV-4165,2026-03-29,1921923.77,0.00
PAY-5715,INV-5825,2026-03-20,319255.41,0.00
PAY-2885,INV-2913,2026-01-24,238519.98,28469.26
PAY-5917,INV-6031,2025-10-22,1260826.59,21837.80
PAY-2252,INV-2275,2026-02-21,430263.01,0.00
PAY-6845,INV-6962,2026-02-24,915607.04,4417.24
PAY-4032,INV-4097,2026-08-06,899424.54,0.00
PAY-7026,INV-7151,2026-01-22,1179062.74,0.00
PAY-5591,INV-5695,,1480646.77,19018.69
PAY-2242,INV-2263,2026-01-07,245146.20,5839.70
PAY-6802,INV-6915,2026-01-08,1143737.89,0.00
PAY-6493,INV-6615,2026-12-16,272848.04,8120.70
PAY-3838,INV-3901,2026-06-16,142476.20,2809.02
PAY-3710,INV-3770,2026-08-13,1733486.02,56606.42
PAY-5783,INV-5894,2026-04-24,898332.92,0.00
PAY-4098,INV-4167,2026-05-13,1961654.87,
PAY-2381,INV-2408,2025-07-02,166324.14,5113.47
PAY-4997,INV-5091,2026-04-25,153443.97,0.00
PAY-4657,INV-4746,2025-07-10,987324.48,0.00
PAY-6743,INV-6857,2026-12-16,1350158.59,0.00
PAY-3165,INV-3225,2026-04-06,572763.13,17564.31
PAY-5751,INV-5863,2026-02-18,409423.52,10126.37
PAY-2135,INV-2155,17-07-2025,480507.94,0.00
PAY-6173,INV-6283,2026-02-26,1703397.34,76952.48
PAY-3011,INV-3044,2025-05-17,1613176.73,0.00
PAY-4109,INV-4180,2026-01-05,1676268.23,0.00
PAY-4524,INV-4606,2026-11-17,47442.04,3167.56
PAY-7185,INV-7310,2026-03-14,1916483.72,0.00
PAY-1705,INV-1719,2026-02-09,424920.98,-332.36
PAY-3781,INV-3845,2026-11-30,325125.16,0.00
PAY-3806,INV-3870,2026-07-31,542624.68,21953.28
PAY-5899,INV-6016,2026-01-02,1334224.40,0.00
PAY-2540,INV-2559,2025-08-15,1147244.82,0.00
PAY-6121,INV-6229,03-09-2025,558409.27,0.00
PAY-4910,INV-5001,2026-10-28,895614.38,37244.70
PAY-5019,INV-5114,25-11-2026,804408.14,0.00
PAY-1801,INV-1814,2026-10-06,1332860.33,0.00
PAY-6923,INV-7044,2026-12-23,1109384.88,0.00
PAY-5964,INV-6077,2026-08-17,29995.00,0.00
PAY-1784,INV-1795,2025-10-28,,1894.94
PAY-6653,INV-6768,2026-11-08,1230370.61,42098.81
PAY-6910,INV-7032,2026-07-05,686175.66,6278.68
PAY-3610,INV-3672,2026-10-29,89941.11,1062.22
PAY-3562,INV-3620,2026-05-08,1421889.53,25108.69
PAY-5418,INV-5521,2026-07-15,1223018.67,0.00
PAY-3987,INV-4055,2025-10-12,297245.70,0.00
PAY-5280,INV-5384,2026-06-05,723074.17,29967.82
PAY-1184,INV-1192,2026-12-24,242929.34,6803.24
PAY-5452,INV-5559,2026-01-20,1104610.93,37506.27
PAY-2102,INV-2120,2026-02-25,1743251.60,0.00
PAY-2942,INV-2972,2025-09-26,1095736.19,0.00
PAY-4186,INV-4261,2026-02-23,1186865.33,0.00
PAY-2132,INV-2153,2026-03-06,1298406.30,0.00
PAY-2541,INV-2560,2026-02-24,516898.54,26730.62
PAY-5238,INV-5343,2025-08-11,236777.42,7221.53
PAY-2501,INV-2517,2026-09-04,1213920.18,0.00
PAY-5664,INV-5772,2025-07-02,1697979.53,85440.83
PAY-6383,INV-6498,2026-06-24,107184.17,0.00
PAY-5417,INV-5521,2026-06-05,682080.62,73695.58
PAY-1178,INV-1185,2026-06-28,513658.56,0.00
PAY-1857,INV-1873,2025-08-03,1357498.11,0.00
PAY-3286,INV-3351,2026-06-17,1426644.72,
PAY-3648,INV-3707,2025-10-25,397405.32,0.00
PAY-1276,INV-1285,2026-02-07,601548.62,27105.65
PAY-6577,INV-6695,2026-03-09,927894.31,
PAY-7070,INV-7190,12-01-2027,100722.94,0.00
PAY-3150,INV-3206,2025-07-29,1775534.00,0.00
PAY-2551,INV-2571,2026-03-16,410617.25,0.00
PAY-1199,INV-1204,2025-09-18,1853514.22,0.00
PAY-5865,INV-5980,2026-09-14,1873550.90,0.00
PAY-3028,INV-3063,2026-12-14,1638818.86,0.00
PAY-2456,INV-2470,2026-04-13,1829961.32,0.00
PAY-5958,INV-6071,2026-05-19,1960281.34,0.00
PAY-4225,INV-4303,2026-09-26,999270.26,0.00
PAY-4703,INV-4783,2026-06-19,664313.34,0.00
PAY-6874,INV-6988,2025-10-16,1688788.72,0.00
PAY-1514,INV-1522,2025-12-13,295829.48,29121.39
PAY-1709,INV-1724,2026-11-05,1875020.91,0.00
PAY-1856,INV-1871,,1670880.17,0.00
PAY-6342,INV-6453,2026-07-31,546440.43,27910.52
PAY-4226,INV-4304,2026-11-13,702564.27,0.00
PAY-6950,INV-7072,2025-12-11,924915.03,0.00
PAY-6255,INV-6369,2025-10-25,1727255.97,0.00
PAY-4161,INV-4237,2026-08-30,847470.20,54124.84
PAY-2094,INV-2111,2026-08-15,1961922.63,14515.86
PAY-6505,INV-6629,2026-07-21,484021.62,19584.85
PAY-2106,INV-2125,2026-02-17,1613510.26,79323.39
PAY-6261,INV-6375,2026-01-23,80660.27,0.00
PAY-6052,INV-6162,2026-07-01,407361.69,8254.66
PAY-3314,INV-3378,2025-08-03,523740.55,0.00
PAY-6266,INV-6380,2025-06-01,558035.15,4702.84
PAY-5734,INV-5847,2026-02-03,36229.84,899.34
PAY-1036,INV-1038,2025-07-09,537625.24,0.00
PAY-3134,INV-3181,2026-01-30,1141994.17,0.00
PAY-5648,INV-5752,2026-12-11,111546.97,0.00
PAY-3237,INV-3299,2025-11-28,583648.01,0.00
PAY-3458,INV-3523,2025-06-19,345462.03,36855.33
PAY-6082,INV-6197,2026-11-09,1741272.49,0.00
PAY-6344,INV-6455,2026-01-05,1608537.31,0.00
PAY-5828,INV-5942,2026-12-15,1820193.00,0.00
PAY-1076,INV-1079,2026-02-30,1931121.31,4015.31
PAY-2029,INV-2057,2026-01-25,1064453.81,0.00
PAY-4820,INV-4910,2025-07-18,540798.99,0.00
PAY-6129,INV-6236,2025-12-27,1569816.49,74112.18
PAY-3801,INV-3864,2026-10-13,660307.75,2436.80
PAY-2834,INV-2860,2026-11-10,495999.26,0.00
PAY-4201,INV-4275,2026-10-25,877523.19,36720.51
PAY-4396,INV-4474,2025-11-22,1642811.90,27508.79
PAY-2812,INV-2837,2025-12-08,1148998.24,40040.38
PAY-2565,INV-2584,2025-12-13,6854.09,
PAY-4933,INV-5021,2025-09-26,1927103.16,0.00
PAY-3240,INV-3300,2026-06-28,544722.10,0.00
PAY-6941,INV-7062,2026-04-21,1927535.97,0.00
PAY-7313,INV-7437,2026-02-04,1901646.56,37561.42
PAY-7444,INV-9014,2026-09-14,221611.35,0.00
PAY-5988,INV-6100,2025-12-07,277554.11,0.00
PAY-1755,INV-1767,2026-07-12,55016.07,3102.94
PAY-5240,INV-5345,2026-03-16,310898.32,9855.63
PAY-4744,INV-4824,2026-06-07,529610.66,0.00
PAY-4945,INV-5033,2026-11-30,1742577.86,0.00
PAY-4207,INV-4282,2025-11-17,215935.84,0.00
PAY-6937,INV-7058,2025-12-24,392598.74,
PAY-4327,INV-4401,2026-03-25,575501.18,30906.38
PAY-6367,INV-6481,2025-08-22,634199.73,0.00
PAY-2997,INV-3029,2026-01-16,938161.20,25186.66
PAY-2033,INV-2061,2025-12-19,1050335.34,0.00
PAY-3644,INV-3703,2025-09-11,1177562.48,0.00
PAY-3336,INV-3395,2026-11-17,952427.31,43644.32
PAY-1476,INV-1487,2026-08-07,484389.28,0.00
PAY-5709,INV-5818,2026-03-11,1168329.14,52812.46
PAY-1711,INV-1725,,513162.45,0.00
PAY-6267,INV-6380,2025-07-19,533999.88,0.00
PAY-6200,INV-6313,2025-06-27,869915.58,0.00
PAY-6753,INV-6866,2026-04-11,468290.71,0.00
PAY-4373,INV-4450,27-04-2026,147136.37,0.00
PAY-5505,INV-5611,2026-10-28,403672.13,0.00
PAY-7065,INV-7187,2026-11-02,582237.51,46028.49
PAY-7023,INV-7149,2026-08-05,104725.42,3980.99
PAY-1891,INV-1909,2025-10-23,92369.14,395.83
PAY-2849,INV-2876,2026-01-18,1294145.76,0.00
PAY-7302,INV-7426,2027-01-06,573380.99,0.00
PAY-2124,INV-2143,2026-08-20,465917.85,0.00
PAY-7149,INV-7271,2026-06-11,498871.06,0.00
PAY-6427,INV-6542,2026-06-19,1581683.22,0.00
PAY-3565,INV-3623,2026-02-12,79222.06,0.00
PAY-2791,INV-2811,2026-11-21,454449.13,0.00
PAY-3294,INV-3359,2026-10-22,1726461.16,66748.56
PAY-1425,INV-1437,2025-09-04,785265.85,0.00
PAY-2583,INV-2601,2026-10-20,1440146.72,0.00
PAY-4063,INV-4128,2025-08-19,1610389.28,12102.46
PAY-4094,INV-4163,2025-11-09,417584.00,10153.89
PAY-6958,INV-7080,31-07-2026,704141.14,0.00
PAY-2882,INV-2911,2026-01-09,1796655.78,0.00
PAY-7270,INV-7396,2026-04-05,241941.74,5674.90
PAY-3195,INV-3256,2025-12-19,1025990.15,15946.05
PAY-4571,INV-4657,2026-12-04,1721135.77,87252.37
PAY-7394,INV-9114,2026-03-19,494616.05,0.00
PAY-2351,INV-2381,2026-03-20,1440414.93,0.00
PAY-2656,INV-2677,2025-08-21,227307.37,0.00
PAY-4789,INV-4876,13-11-2025,274806.31,0.00
PAY-4629,INV-4721,2025-10-24,720795.45,22121.57
PAY-2913,INV-2942,2026-11-16,1929254.58,0.00
PAY-2508,INV-2523,06-10-2026,,0.00
PAY-6155,INV-6265,2027-01-24,858867.60,13420.25
PAY-3443,INV-3508,2026-11-02,658170.61,0.00
PAY-5971,INV-6084,2025-08-28,393019.89,5005.77
PAY-4003,INV-4069,2026-07-12,153690.78,0.00
PAY-1570,INV-1581,2026-08-07,1074431.21,0.00
PAY-2202,INV-2224,2026-04-13,136394.73,3109.96
PAY-5934,INV-6045,2025-12-17,1318121.11,10377.13
PAY-5302,INV-5409,2026-06-05,134456.25,0.00
PAY-5286,INV-5390,2025-07-07,,0.00
PAY-6038,INV-6148,2025-12-17,,7342.72
PAY-4197,INV-4272,2026-02-08,231358.46,0.00
PAY-2350,INV-2380,2026-12-26,1773796.65,0.00
PAY-3874,INV-3940,2026-05-03,52680.40,3702.71
PAY-3499,INV-3562,2026-05-27,287153.44,0.00
PAY-2309,INV-2336,2026-03-18,216874.08,9799.13
PAY-6900,INV-7021,2025-11-12,504493.07,0.00
PAY-2813,INV-2838,2026-12-03,54485.36,0.00
PAY-1025,INV-1025,2025-07-27,1584533.49,
PAY-6924,INV-7044,2026-11-06,737051.52,0.00
PAY-4206,INV-4281,2026-09-17,83386.87,0.00
PAY-5904,INV-6019,2026-07-23,135489.11,0.00
PAY-6786,INV-6898,2025-08-24,1404566.22,17203.63
PAY-7385,INV-9282,2026-07-14,341249.94,0.00
PAY-7337,INV-7459,19-03-2026,1383581.40,0.00
PAY-5943,INV-6054,2026-12-17,28894.10,1407.95
PAY-5006,INV-5101,2025-02-30,1086230.93,0.00
PAY-5157,INV-5262,2025-06-30,1601428.17,7352.79
PAY-1133,INV-1139,2026-12-16,397241.30,0.00
PAY-4076,INV-4143,2025-10-12,1275006.67,53427.53
PAY-1553,INV-1560,2026-12-17,962921.95,
PAY-2444,INV-2462,2026-08-03,405636.06,0.00
PAY-5161,INV-5267,2026-05-13,1267801.19,
PAY-6519,INV-6639,2025-07-04,717522.63,71098.80
PAY-1610,INV-1624,2026-11-04,1048146.70,54329.33
PAY-2154,INV-2175,2025-12-17,578139.43,15091.86
PAY-6813,INV-6926,2026-07-19,1692885.51,0.00
PAY-1797,INV-1811,27-09-2026,783804.48,45705.38
PAY-5793,INV-5904,2026-01-18,337672.02,0.00
PAY-1955,INV-1979,2025-10-14,1134688.70,21739.72
PAY-4027,INV-4093,2026-02-26,1354800.77,0.00
PAY-5212,INV-5318,2025-11-28,613415.12,0.00
PAY-6050,INV-6160,,858047.23,29422.41
PAY-5996,INV-6108,2025-07-03,196576.11,0.00
PAY-3365,INV-3428,2025-07-01,1033265.33,0.00
PAY-2573,INV-2591,2026-10-23,1077281.91,0.00
PAY-7083,INV-7203,2026-12-15,196069.41,0.00
PAY-1683,INV-1698,2026-01-13,1671044.59,76867.97
PAY-1730,INV-1741,2025-08-24,814476.75,0.00
PAY-3699,INV-3758,2026-03-01,497290.96,0.00
PAY-3621,INV-3681,2026-06-02,948389.04,43575.72
PAY-2424,INV-2446,,349798.21,0.00
PAY-5322,INV-5427,2026-09-16,98782.99,0.00
PAY-1646,INV-1661,2025-12-13,1843733.12,61852.73
PAY-2750,INV-2767,2026-07-19,332126.12,0.00
PAY-6568,INV-6685,2026-06-28,1545876.37,4959.70
PAY-7251,INV-7376,2026-10-27,548785.49,38759.86
PAY-1862,INV-1878,2026-08-29,1654831.16,0.00
PAY-7001,INV-7123,2026-04-09,731010.06,27439.46
PAY-1365,INV-1376,2026-09-14,1373971.94,65463.44
PAY-4087,INV-4155,2026-08-31,1829431.84,0.00
PAY-3977,INV-4042,2025-12-24,1232122.37,10485.43
PAY-1810,INV-1821,2026-09-02,1087575.60,9983.46
PAY-2628,INV-2649,2026-10-27,442070.49,6036.35
PAY-1612,INV-1625,2025-09-08,-25111.86,0.00
PAY-6776,INV-6889,2025-11-07,1465334.10,0.00
PAY-3198,INV-3260,2025-09-12,573145.44,0.00
PAY-1119,INV-1126,2025-05-29,501009.62,0.00
PAY-3480,INV-3545,2025-07-26,844064.79,6032.82
PAY-7159,INV-7280,2026-06-04,1031856.38,
PAY-3371,INV-3435,2026-11-14,1493492.31,32340.36
PAY-7181,INV-7305,2026-01-28,565554.43,23775.35
PAY-6092,INV-6203,2025-06-06,993188.51,0.00
PAY-6544,INV-6664,2026-01-31,928704.81,29073.41
PAY-1118,INV-1125,2026-12-05,424196.29,12872.98
PAY-2527,INV-2544,2026-08-30,218296.16,0.00
PAY-3174,INV-3235,2025-10-12,95892.38,0.00
PAY-3956,INV-4017,2025-07-05,1126989.21,13180.57
PAY-6876,INV-6990,,885142.21,0.00
PAY-1735,INV-1746,28-11-2026,88324.54,0.00
PAY-2357,INV-2386,2025-11-25,1208873.81,27817.66
PAY-1932,INV-1955,2026-09-13,53508.96,0.00
PAY-4452,INV-4532,2025-11-18,1199649.50,20737.77
PAY-7350,INV-7470,2025-10-12,239258.19,7816.65
PAY-2917,INV-2946,2026-06-26,706057.73,0.00
PAY-1692,INV-1705,26-06-2026,508900.08,0.00
PAY-1575,INV-1588,2026-08-01,1058091.58,14049.87
PAY-2176,INV-2196,2026-09-21,1446982.69,0.00
PAY-4233,INV-4311,2026-03-30,1144747.16,0.00
PAY-4006,INV-4072,2026-11-24,186460.26,4815.19
PAY-6491,INV-6614,2025-08-07,668329.60,0.00
PAY-7163,INV-7286,2025-05-26,964006.05,24588.32
PAY-5102,INV-5205,2025-11-08,320478.12,0.00
PAY-1121,INV-1128,25-07-2025,1976346.30,0.00
PAY-6004,INV-6115,2025-09-06,1259671.65,19206.82
PAY-1071,INV-1074,2026-08-20,244238.62,0.00
PAY-5438,INV-5543,2026-09-06,644849.51,29613.76
PAY-5948,INV-6060,2025-09-12,1051701.18,0.00
PAY-4515,INV-4596,2025-12-22,1260348.37,0.00
PAY-5635,INV-5740,2026-12-24,731705.58,5386.16
PAY-6013,INV-6127,2026-05-11,1666667.33,49612.47
PAY-2643,INV-2664,27-04-2026,953177.17,
PAY-3743,INV-3805,2025-10-24,1340356.97,20698.64
PAY-5697,INV-5806,2026-09-12,-195852.58,118.66
PAY-6090,INV-6202,2025-06-07,252090.69,
PAY-4097,INV-4166,2026-03-23,260539.49,0.00
PAY-3411,INV-3476,2026-09-12,502811.68,28420.93
PAY-1489,INV-1497,,39641.10,0.00
PAY-6117,INV-6227,2026-05-23,568003.78,
PAY-2083,INV-2101,2026-09-22,1395761.91,0.00
PAY-7176,INV-7299,17-07-2026,144933.89,5578.63
PAY-5469,INV-5575,2026-04-19,796862.44,35844.89
PAY-4382,INV-4460,2026-11-26,1432481.18,0.00
PAY-1286,INV-1296,2026-02-17,1092520.93,0.00
PAY-1009,INV-1009,2025-07-21,-586365.52,59120.60
PAY-7090,INV-7210,2026-08-20,945733.41,0.00
PAY-4720,INV-4801,2026-08-14,774580.34,53410.74
PAY-7228,INV-7354,2026-06-29,82803.29,0.00
PAY-3284,INV-3348,,453865.06,0.00
PAY-5261,INV-5365,2026-01-31,1814861.16,0.00
PAY-1927,INV-1949,2025-07-02,414168.08,0.00
PAY-6000,INV-6112,2025-11-13,1230760.36,8265.03
PAY-4031,INV-4096,2026-02-26,1109845.11,
PAY-1311,INV-1320,2026-01-09,1779540.12,0.00
PAY-1943,INV-1963,2025-12-27,1218663.99,0.00
PAY-3356,INV-3417,2026-07-20,1583948.99,0.00
PAY-3982,INV-4048,2025-08-11,1580667.65,
PAY-1368,INV-1379,2026-09-03,1659770.49,0.00
PAY-2483,INV-2499,2025-08-01,799816.89,26061.14
PAY-3459,INV-3524,2025-12-09,773254.96,0.00
PAY-1641,INV-1656,2027-01-14,807844.86,0.00
PAY-2774,INV-2794,2025-10-22,1735545.19,0.00
PAY-6248,INV-6362,2026-03-04,89157.85,7849.46
