invoice_id,client_id,invoice_amount,due_date
INV-4312,CLI-1535,"₹1,884,421.70",2026-05-05
INV-4928,CLI-3459,-725898.13,2026-07-17
INV-4244,CLI-3693,1477483.20,2026-09-24
INV-5425,CLI-2150,83219.41,2026-07-18
INV-6903,CLI-3081,741538.08,2026-06-13
INV-6856,CLI-0642,1337010.64,
INV-1436,CLI-4190,1924038.52,2025-10-15
INV-3238,CLI-3098,691723.41,2026-09-04
INV-2682,CLI-4713,1957614.48,2026-07-28
INV-6738,CLI-2033,1766799.87,2026-06-14
INV-6313,CLI-0725,869915.58,2025-07-04
INV-4857,CLI-1796,159866.55,2025-08-03
INV-5138,CLI-3837,"₹872,298.12",2025-06-20
INV-6480,CLI-2509,,2025-06-14
INV-5211,CLI-1798,409947.50,2025-08-27
INV-5055,CLI-1051,539829.56,2026-03-03
INV-1519,CLI-4058,-486420.40,2026-08-08
INV-2834,CLI-4587,1922079.59,2025-07-21
INV-6055,CLI-4660,316990.64,2026-02-23
INV-5856,CLI-1167,245081.87,2026-09-12
INV-3629,CLI-0480,1226244.69,2025-10-11
INV-6989,CLI-0177,459870.08,2026-07-14
INV-3560,CLI-1433,-1631624.12,2025-08-30
INV-6565,CLI-4214,244045.04,2026-02-02
INV-7214,CLI-3397,,2026-05-06
INV-2194,CLI-3119,718523.86,07-08-2026
INV-2068,CLI-4626,1161201.44,2026-09-02
INV-2318,CLI-3079,203782.20,2026-11-05
INV-5193,CLI-3171,1797471.84,2026-11-30
INV-5251,CLI-2336,1597924.09,2025-06-15
INV-3993,CLI-1960,1723742.81,2025-09-23
INV-4897,CLI-0436,311690.51,2026-04-09
INV-1375,CLI-0542,1350444.09,2026-03-07
INV-3329,CLI-4467,1146516.88,2026-09-05
INV-5505,CLI-4831,699290.94,2026-04-26
INV-1103,CLI-3502,186156.72,2026-10-25
INV-1306,CLI-3091,1217094.60,2026-12-28
INV-2109,CLI-1238,1951383.60,2026-03-24
INV-1569,CLI-3737,1580424.32,2025-10-07
INV-1093,CLI-4775,,2025-10-03
INV-6616,CLI-3152,742986.05,2026-01-11
INV-6896,CLI-2280,1232179.49,2026-04-25
INV-3786,CLI-2078,726175.62,2025-08-27
INV-2093,CLI-2214,11786.90,2025-11-22
INV-4704,CLI-2517,999801.21,2026-08-29
INV-2199,CLI-3876,637621.76,2026-03-26
INV-4424,CLI-4117,1298014.39,2025-08-05
INV-4317,CLI-4668,838074.63,2025-08-12
INV-6332,CLI-5118,1187317.53,2026-07-20
INV-6023,CLI-0449,516483.84,2026-04-01
INV-5932,CLI-0115,71948.01,2026-12-17
INV-1326,CLI-1667,990449.38,2026-10-19
INV-2060,CLI-2494,728825.83,2026-11-05
INV-2721,CLI-5348,468648.81,2026-02-24
INV-2528,CLI-1308,975255.54,2025-07-19
INV-7402,CLI-2040,1411567.21,2026-08-20
INV-2054,CLI-2555,-674751.74,2026-04-05
INV-5965,CLI-1483,510742.96,2026-07-15
INV-4402,CLI-2635,473526.38,2026-06-26
INV-2357,CLI-3807,873181.82,2026-04-10
INV-4905,CLI-3634,529869.19,2026-09-02
INV-4940,CLI-3539,439802.51,2026-04-21
INV-1467,CLI-0421,169170.55,2026-10-17
INV-6074,CLI-3121,1707196.18,2026-03-19
INV-6272,CLI-1120,1555151.07,2025-07-14
INV-2514,CLI-2009,1550691.59,2026-12-12
INV-4349,CLI-1606,5155.50,2025-06-11
INV-1718,CLI-2308,594897.18,2026-01-24
INV-6449,CLI-3842,365305.13,2025-06-20
INV-4796,CLI-5019,1224612.85,2026-03-05
INV-4017,CLI-1892,1140169.78,2025-06-02
INV-2232,CLI-5038,1558121.21,2025-11-12
INV-2740,CLI-4273,884167.52,2025-12-02
INV-4830,CLI-4372,511760.90,2026-04-19
INV-1422,CLI-0400,682510.67,2026-09-20
INV-3968,CLI-2741,1985322.51,2025-10-02
INV-5293,CLI-0206,1500107.94,2025-07-15
INV-5568,CLI-0226,132946.06,2025-08-13
INV-5285,CLI-1357,1317758.65,2026-12-23
INV-3463,CLI-1780,1700372.33,2026-09-04
INV-3972,CLI-2991,1633466.70,2025-11-23
INV-1124,CLI-4276,773805.50,2026-06-27
INV-6443,CLI-3337,873772.99,2025-08-26
INV-5613,CLI-4023,1457913.11,2025-10-22
INV-3947,CLI-1102,1796567.36,2026-06-23
INV-4531,CLI-1501,338672.75,2026-11-16
INV-3547,CLI-4676,721818.00,2025-10-23
INV-5649,CLI-1634,"₹266,654.89",2026-13-12
INV-3192,CLI-4292,1473646.14,2025-11-12
INV-3864,CLI-3973,1275054.62,2026-09-20
INV-5695,CLI-3158,1499665.46,2026-01-01
INV-4518,CLI-1198,1834015.65,2026-07-01
INV-3262,CLI-4289,1349419.21,2026-13-05
INV-7332,CLI-2079,1068311.59,2025-12-25
INV-2728,CLI-0841,425388.51,2026-12-11
INV-6035,CLI-0305,817071.25,2026-12-17
INV-2974,CLI-1581,840977.00,2026-01-15
INV-2980,CLI-4888,65957.09,2025-07-12
INV-7010,CLI-0235,1544220.62,2026-09-23
INV-2276,CLI-0566,1438674.10,2025-09-04
INV-4097,CLI-4603,899424.54,2026-09-03
INV-6900,CLI-2756,1441059.88,2026-12-30
INV-6097,CLI-0830,1773325.40,2025-12-04
INV-6545,CLI-4895,1653448.79,2026-04-15
INV-3577,CLI-4718,1160157.77,2025-12-30
INV-1633,CLI-0274,1749771.04,2025-07-31
INV-6372,CLI-0741,1917025.26,16-06-2026
INV-5253,CLI-4592,1008272.08,2025-12-22
INV-3710,CLI-3428,-588678.03,2026-07-21
INV-4364,CLI-3634,468666.45,2026-03-21
INV-4352,CLI-4890,179920.43,2026-12-06
INV-4118,CLI-0581,N/A,2026-09-11
INV-5439,CLI-1116,343807.00,2025-09-23
INV-1470,CLI-4067,513316.54,2026-12-30
INV-1435,CLI-3938,334289.68,2026-12-07
INV-5556,CLI-3559,643960.52,2026-12-02
INV-3015,CLI-1064,609577.25,
INV-3245,CLI-4793,534683.05,2026-11-03
INV-1304,CLI-4087,"₹808,734.50",2025-06-25
INV-3390,CLI-2744,248718.51,2025-08-21
INV-7244,CLI-3692,159355.74,30-05-2026
INV-3096,CLI-2464,767059.73,2026-02-14
INV-3919,CLI-3988,"₹266,825.03",2025-08-09
INV-6730,CLI-1244,N/A,2025-09-29
INV-1619,CLI-4831,77521.08,2026-01-20
INV-4920,CLI-0294,1038671.25,2026-05-06
INV-5411,CLI-4158,1731141.26,2026-03-25
INV-6354,CLI-0488,587875.75,2026-08-31
INV-6415,CLI-3743,650680.55,2026-02-03
INV-5495,CLI-1854,549057.12,2026-10-24
INV-5477,CLI-5215,862125.11,2026-04-26
INV-6003,CLI-0273,139147.20,2026-04-08
INV-3322,CLI-4403,1508467.14,2026-09-09
INV-4642,CLI-1087,978931.74,2026-12-27
INV-1453,CLI-3358,1239849.59,
INV-1014,CLI-2755,735941.88,2026-09-10
INV-1783,CLI-0549,1820965.92,2026-04-27
INV-5101,CLI-1813,1086230.93,28-07-2025
INV-6350,CLI-0710,,2026-05-19
INV-7068,CLI-1375,30140.87,2026-04-17
INV-3670,CLI-0329,888570.88,2025-09-17
INV-4581,CLI-2201,428998.22,2025-08-31
INV-7429,CLI-0700,269004.53,2026-07-16
INV-1772,CLI-3566,1503995.19,2026-02-17
INV-2790,CLI-2144,237115.38,2026-05-19
INV-3036,CLI-1152,427841.02,2026-08-13
INV-7282,CLI-3293,89745.18,2025-08-10
INV-5238,CLI-4486,322014.53,2025-11-16
INV-5925,CLI-4154,1390357.35,2026-05-16
INV-6426,CLI-2459,1373810.32,2026-13-01
INV-6226,CLI-0140,1840854.65,2025-07-07
INV-2213,CLI-4317,458706.38,2025-06-15
INV-1247,CLI-4918,428654.66,2026-02-08
INV-6238,CLI-0760,998149.57,2025-10-16
INV-6772,CLI-3740,112102.92,
INV-2696,CLI-3324,620627.91,2025-09-30
INV-4733,CLI-2280,206171.15,2026-08-13
INV-5708,CLI-1851,1209946.93,2026-12-04
INV-6986,CLI-2972,1757966.87,2026-08-10
INV-7358,CLI-4990,146207.48,2025-09-09
INV-2142,CLI-3678,1249284.14,2026-11-30
INV-4438,CLI-0225,1716512.03,2025-07-19
INV-4707,CLI-0932,1410087.53,2026-04-02
INV-6309,CLI-3655,1482767.42,2026-12-25
INV-1376,CLI-0891,1029943.17,2026-10-08
INV-4497,CLI-2011,987047.22,
INV-1858,CLI-2222,1787224.40,2026-12-18
INV-2527,CLI-3269,1707771.12,2026-10-30
INV-1672,CLI-1235,865029.53,2025-12-13
INV-6585,CLI-1045,775029.22,2026-11-06
INV-2702,CLI-0216,555157.66,2026-08-25
INV-5366,CLI-4711,1688566.84,2026-07-11
INV-1448,CLI-3634,871924.22,2026-09-24
INV-2828,CLI-1165,1777084.47,2026-02-19
INV-1576,CLI-3169,221499.06,2026-05-02
INV-2014,CLI-0389,1178039.41,2026-09-24
INV-1860,CLI-4658,731328.64,2026-06-07
INV-5979,CLI-1120,710070.74,2026-12-06
INV-2734,CLI-3954,1584244.57,2026-08-17
INV-3740,CLI-1388,839150.94,2026-07-11
INV-7297,CLI-2209,805696.45,2025-07-17
INV-3863,CLI-0186,1897211.33,2026-06-14
INV-5729,CLI-0355,314815.73,2025-10-12
INV-6053,CLI-0719,1494509.73,2025-06-23
INV-3241,CLI-4104,956521.90,2025-11-19
INV-3065,CLI-1880,1190625.30,
INV-4762,CLI-3870,75716.61,2025-07-10
INV-7088,CLI-0574,-1578734.97,2026-03-26
INV-7473,CLI-2396,1000772.94,2026-06-29
INV-2801,CLI-4681,1912069.18,2025-06-08
INV-6757,CLI-3473,781029.53,2026-11-14
INV-5639,CLI-5476,856673.99,2026-07-24
INV-5337,CLI-2599,938275.46,2026-01-26
INV-6211,CLI-3347,1486918.69,2026-06-17
INV-1805,CLI-2646,576541.59,2025-06-05
INV-5830,CLI-3201,386012.23,2026-12-15
INV-5683,CLI-3561,1613231.88,2026-10-29
INV-3771,CLI-0914,435760.34,2026-09-27
INV-5098,CLI-1655,535084.03,2026-13-13
INV-5436,CLI-3636,642085.41,2025-08-22
INV-3866,CLI-1897,104734.30,2026-09-07
INV-3909,CLI-1404,474762.85,2026-12-23
INV-3976,CLI-0905,1642147.39,2026-07-03
INV-5123,CLI-0494,"₹754,141.92",2025-09-21
INV-2875,CLI-1476,1475039.60,2026-01-19
INV-3809,CLI-2993,1083195.97,2026-12-25
INV-3645,CLI-4030,362359.54,2025-06-27
INV-1328,CLI-1293,N/A,2025-06-29
INV-4194,CLI-1524,866588.67,2026-03-26
INV-2101,CLI-1409,1395761.91,24-08-2026
INV-4315,CLI-0780,1996914.46,2026-01-15
INV-3348,CLI-1058,,2025-12-13
INV-3944,CLI-1334,60067.62,2025-11-09
INV-3349,CLI-4584,845634.65,2025-08-11
INV-1999,CLI-4253,940804.50,2026-06-18
INV-3818,CLI-3261,1846475.40,2025-10-15
INV-2977,CLI-1296,1311634.60,2025-12-31
INV-3094,CLI-3095,53280.81,2026-03-31
INV-5493,CLI-2650,24012.83,2026-12-13
INV-3359,CLI-3448,,2026-11-02
INV-4116,CLI-3502,988668.65,2026-11-26
INV-1518,CLI-2537,1333732.55,2026-09-16
INV-4622,CLI-0624,714787.14,2026-06-26
INV-4369,CLI-0928,1259777.76,2026-02-01
INV-7273,CLI-1310,1155633.24,2026-08-18
INV-2292,CLI-3395,1081515.95,2026-02-25
INV-2480,CLI-3732,853778.41,2026-06-13
INV-3425,CLI-1694,-440995.29,2026-05-21
INV-7097,CLI-1286,1996370.09,2025-10-10
INV-4895,CLI-4118,733307.66,2026-08-14
INV-4875,CLI-0120,388790.60,2026-05-21
INV-2633,CLI-2883,213796.39,2026-04-18
INV-3615,CLI-4211,-1582581.34,2026-12-10
INV-7103,CLI-1574,732610.02,2025-08-10
INV-2537,CLI-2608,1080676.36,2026-09-12
INV-4313,CLI-4203,1302841.62,2026-07-08
INV-3627,CLI-3156,296485.19,2026-06-05
INV-5790,CLI-4000,1965471.82,2026-11-12
INV-6095,CLI-2590,841248.04,2026-01-10
INV-3294,CLI-3065,840565.74,2026-01-17
INV-6356,CLI-2413,768968.49,2026-10-06
INV-4477,CLI-1915,810773.07,10-05-2026
INV-4944,CLI-0484,1329411.34,2026-12-18
INV-3496,CLI-2737,6170.07,2026-04-25
INV-2711,CLI-4992,560220.50,2025-06-03
INV-5736,CLI-4591,590394.91,2025-08-07
INV-5126,CLI-5479,582160.16,2026-03-06
INV-2817,CLI-3033,1735158.86,2026-06-05
INV-1281,CLI-0228,486451.80,2026-03-08
INV-3941,CLI-0056,1386782.13,2026-07-05
INV-6691,CLI-4939,1910258.41,2026-04-24
INV-6188,CLI-4301,1214606.95,2025-09-14
INV-3525,CLI-1967,1025327.82,2026-05-06
INV-7172,CLI-4184,1607980.11,2025-10-05
INV-3434,CLI-4885,1273210.46,2025-07-14
INV-2354,CLI-4080,125081.53,2026-12-21
INV-4623,CLI-3107,867045.48,2025-08-30
INV-6677,CLI-4803,36659.55,2026-08-26
INV-2816,CLI-2972,15851.17,2025-06-19
INV-2522,CLI-3824,727064.59,2026-11-19
INV-5777,CLI-1371,-93947.59,2026-02-27
INV-3451,CLI-1248,1694915.79,2026-02-19
INV-4420,CLI-3555,1169678.99,2025-07-13
INV-2339,CLI-2610,1152448.00,2025-06-27
INV-2041,CLI-3043,1991386.13,2026-05-25
INV-2326,CLI-2453,,
INV-7401,CLI-4194,1864209.12,2025-12-22
INV-7212,CLI-3693,1903722.18,2025-10-23
INV-6262,CLI-4969,456740.90,2026-12-21
INV-3047,CLI-2006,1479249.58,2026-02-19
INV-6678,CLI-1087,1498349.22,2025-07-11
INV-3603,CLI-2169,826543.38,2026-12-17
INV-1495,CLI-0674,415521.12,2025-08-11
INV-1509,CLI-4784,556215.53,2026-07-09
INV-1342,CLI-2495,873549.54,2025-09-27
INV-3122,CLI-4114,46292.51,2026-04-08
INV-3319,CLI-4950,648814.67,2026-06-25
INV-4819,CLI-3968,1248935.47,2026-11-27
INV-6295,CLI-0248,368603.07,2026-06-07
INV-3165,CLI-2680,19174.75,2025-06-24
INV-5368,CLI-3769,1125779.14,2025-12-19
INV-1712,CLI-0985,1944517.71,2025-11-09
INV-6745,CLI-0332,1615998.59,2026-06-17
INV-7416,CLI-0379,1897273.44,2026-08-04
INV-2187,CLI-5081,623979.43,2026-04-22
INV-6717,CLI-4836,1715445.24,2026-06-14
INV-3986,CLI-3672,704324.80,2026-01-14
INV-1344,CLI-1153,1068412.19,2025-12-08
INV-4679,CLI-1164,1413789.63,2026-03-15
INV-5441,CLI-2916,610895.06,2025-06-26
INV-4465,CLI-0874,1599215.75,2026-11-26
INV-2845,CLI-2838,601841.45,2025-08-10
INV-5788,CLI-1868,690597.32,2025-07-17
INV-5566,CLI-1005,1126993.94,2026-07-17
INV-6926,CLI-4189,1692885.51,2026-06-27
INV-1225,CLI-3583,1330267.55,2025-08-09
INV-1098,CLI-1115,724335.03,2025-09-15
INV-3208,CLI-1226,1176103.08,2025-08-28
INV-1469,CLI-3508,658871.87,2025-11-13
INV-6863,CLI-3804,1239618.51,2025-09-05
INV-4556,CLI-1346,821521.88,2026-01-23
INV-3467,CLI-2997,1324420.76,2026-07-02
INV-2023,CLI-3485,1002251.00,2025-08-09
INV-5688,CLI-4439,1851281.97,2026-07-12
INV-2356,CLI-3357,-1850624.55,2026-12-06
INV-6855,CLI-1713,1464575.91,2026-08-20
INV-5267,CLI-2315,1267801.19,2026-04-12
INV-2577,CLI-2443,1725080.14,
INV-3648,CLI-4691,1020324.71,2025-08-26
INV-3341,CLI-1550,397248.68,2026-09-14
INV-5130,CLI-1211,1539078.75,2026-07-26
INV-6224,CLI-4533,65041.90,2025-09-09
INV-7327,CLI-4966,356528.13,2026-01-23
INV-2550,CLI-1609,1670958.66,2026-10-22
INV-6672,CLI-2868,1497403.01,2026-03-18
INV-4989,CLI-0084,837776.58,2025-12-10
INV-6486,CLI-4415,437180.62,2026-02-17
INV-5983,CLI-0143,611140.56,2025-08-20
INV-2341,CLI-3406,972448.76,2026-04-07
INV-4153,CLI-4008,1111505.71,2026-10-24
INV-5244,CLI-3537,1459075.94,2026-07-04
INV-6523,CLI-1686,88614.59,2025-08-03
INV-3406,CLI-2169,1273665.92,2026-04-02
INV-7052,CLI-0373,1337959.45,2026-01-17
INV-6496,CLI-1776,761261.69,2025-13-18
INV-1641,CLI-1456,714110.93,2026-04-04
INV-3252,CLI-2366,157731.14,2026-09-15
INV-3480,CLI-0146,1380389.93,2026-12-16
INV-4853,CLI-0442,1503051.80,2025-12-28
INV-1078,CLI-3021,124752.53,2025-09-18
INV-6706,CLI-3506,1981822.37,
INV-2502,CLI-4649,447546.99,2026-08-15
INV-6110,CLI-2717,-1809821.31,2025-07-22
INV-1607,CLI-0107,86566.19,2025-08-12
INV-5091,CLI-4017,153443.97,2026-04-16
INV-7091,CLI-0519,1852858.96,2026-04-06
INV-2141,CLI-2331,987413.17,2026-11-08
INV-5655,CLI-4799,1168215.77,2026-11-30
INV-6773,CLI-1635,417166.09,2026-03-25
INV-7453,CLI-1620,500593.37,2025-12-23
INV-2272,CLI-1796,931670.76,2026-06-16
INV-2500,CLI-1009,411153.34,2025-12-28
INV-3058,CLI-1727,219394.82,30-05-2026
INV-4549,CLI-1243,1944386.71,2026-02-17
INV-3088,CLI-2840,369986.47,2026-05-16
INV-3807,CLI-4722,61369.74,2026-01-25
INV-1841,CLI-4845,1182646.41,2025-12-06
INV-3227,CLI-3221,1793067.93,2026-09-03
INV-4907,CLI-1561,1917870.64,2025-10-29
INV-7270,CLI-1116,246808.79,2026-02-09
INV-3006,CLI-3049,1072206.59,2026-10-05
INV-1465,CLI-2706,156716.82,2025-11-22
INV-3260,CLI-3203,1265547.41,2025-09-01
INV-3716,CLI-0009,-847837.61,2026-05-22
INV-3554,CLI-2730,173069.03,2025-09-03
INV-1646,CLI-2821,153762.55,2026-09-14
INV-5433,CLI-0110,908601.34,2026-04-21
INV-2572,CLI-0298,N/A,2026-08-19
INV-2085,CLI-4098,1481013.42,2025-10-25
INV-3170,CLI-4430,357038.73,2025-10-09
INV-3457,CLI-1158,254650.05,2025-11-20
INV-1666,CLI-1143,1023305.26,2025-06-01
INV-6072,CLI-4190,989313.48,2026-08-13
INV-7316,CLI-3923,302724.61,2026-02-09
INV-2265,CLI-2566,620629.83,2026-08-25
INV-1897,CLI-0448,304675.82,2026-13-21
INV-2625,CLI-1253,11616.74,21-10-2026
INV-1234,CLI-0477,1360952.24,2026-04-17
INV-4561,CLI-4961,205335.60,2025-11-30
INV-1557,CLI-0525,1421791.10,2025-09-05
INV-6794,CLI-4879,1847143.82,2025-10-05
INV-7208,CLI-3372,,2026-13-07
INV-2708,CLI-0410,N/A,2026-11-18
INV-4389,CLI-4556,1387379.51,2026-10-24
INV-4008,CLI-3545,572534.14,2026-05-12
INV-2120,CLI-0977,1743251.60,2026-01-14
INV-2275,CLI-3290,430263.01,2026-01-25
INV-3078,CLI-4796,1822865.29,2026-09-17
INV-4240,CLI-1633,1392027.70,2025-08-03
INV-5977,CLI-4751,444718.01,2025-12-25
INV-1296,CLI-0379,1092520.93,2026-01-12
INV-5010,CLI-2472,1493265.10,2025-08-29
INV-4814,CLI-2658,943977.28,2026-03-31
INV-3042,CLI-2736,1964250.25,2026-05-14
INV-3562,CLI-0566,588006.70,2026-06-02
INV-3472,CLI-2801,318354.31,2025-12-25
INV-4681,CLI-1746,1958006.87,2026-07-24
INV-4104,CLI-1906,118170.21,2026-11-06
INV-3915,CLI-1104,344272.47,2026-09-06
INV-4870,CLI-3589,143454.14,2026-01-23
INV-6501,CLI-2769,151150.60,11-12-2026
INV-1079,CLI-2548,1935136.62,2025-12-05
INV-2846,CLI-0259,196948.19,2026-02-09
INV-2153,CLI-2995,1298406.30,2026-03-14
INV-1823,CLI-0549,1671046.34,2025-11-24
INV-6778,CLI-2621,1934581.63,2025-11-03
INV-7362,CLI-4874,947440.61,
INV-3728,CLI-0371,1863881.72,2026-09-12
INV-2594,CLI-1341,1924710.02,2026-11-25
INV-6816,CLI-2634,825279.73,2025-12-15
INV-7413,CLI-4576,-1994731.16,2025-07-12
INV-7005,CLI-4194,1080987.56,2026-10-04
INV-4510,CLI-0191,1647244.52,
INV-5412,CLI-4433,371276.90,2026-10-26
INV-5658,CLI-0671,1970932.92,2025-11-18
INV-6162,CLI-3530,730822.19,2026-06-19
INV-2971,CLI-2542,1217961.19,2026-08-20
INV-1193,CLI-1007,427185.49,
INV-1768,CLI-0819,1439490.20,2026-05-23
INV-2906,CLI-4298,1575293.53,2026-01-22
INV-1821,CLI-4812,1745748.59,2026-09-01
INV-3982,CLI-4608,695447.28,2026-08-08
INV-4039,CLI-2304,1601195.48,2026-06-14
INV-6080,CLI-4768,1821908.41,2026-12-12
INV-6054,CLI-3338,30302.05,2026-12-22
INV-2558,CLI-2156,671530.21,2026-08-07
INV-4851,CLI-3177,1340084.59,2025-11-17
INV-1324,CLI-4461,60180.31,2026-07-10
INV-5058,CLI-3956,639678.18,2026-02-26
INV-5814,CLI-3120,450404.20,2026-05-18
INV-5734,CLI-2465,292956.82,2025-07-18
INV-1059,CLI-1318,570841.45,2025-06-23
INV-4440,CLI-0886,724619.22,2025-09-08
INV-2946,CLI-1495,706057.73,05-07-2026
INV-5928,CLI-1664,,09-11-2026
INV-4551,CLI-0381,-1330603.19,2025-08-18
INV-2303,CLI-0112,-85199.58,2026-03-28
INV-6130,CLI-4576,295174.22,2026-08-29
INV-5754,CLI-1434,"₹1,368,240.20",2025-08-15
INV-6692,CLI-1005,"₹1,028,878.06",2026-09-25
INV-6981,CLI-1911,1781852.62,2025-07-22
INV-2084,CLI-1519,863130.01,2026-03-18
INV-3804,CLI-2225,1417863.74,2026-03-07
INV-1854,CLI-4107,1141770.19,2026-07-11
INV-1541,CLI-3457,,2026-01-27
INV-7260,CLI-4369,1845771.77,2025-10-13
INV-3384,CLI-2986,1457240.34,2026-11-08
INV-4961,CLI-4031,1878382.26,2026-02-28
INV-1923,CLI-0394,,2025-08-11
INV-2984,CLI-3034,222772.56,2025-07-24
INV-6819,CLI-2359,1004197.69,2026-12-22
INV-4515,CLI-0234,358813.73,2026-06-22
INV-2573,CLI-0298,,2025-08-25
INV-3884,CLI-2087,1324654.56,25-02-2026
INV-7034,CLI-0791,226865.42,2025-11-18
INV-1969,CLI-1007,1997427.59,28-05-2026
INV-4881,CLI-3393,1867874.14,2026-04-11
INV-4885,CLI-4761,669953.97,2025-06-28
INV-1749,CLI-2496,913317.89,2026-05-03
INV-1595,CLI-0021,698276.17,2026-04-30
INV-3282,CLI-3004,799168.38,2025-08-15
INV-2271,CLI-4533,1528714.09,2026-05-15
INV-6586,CLI-3739,670476.04,2026-10-28
INV-2212,CLI-2632,"₹908,473.89",2026-06-20
INV-6195,CLI-4293,,2025-09-23
INV-5762,CLI-4121,1146784.15,2026-04-11
INV-1512,CLI-1280,1956694.98,2026-11-21
INV-1303,CLI-3833,1079301.52,2026-01-04
INV-3030,CLI-2693,874599.53,
INV-6117,CLI-4502,"₹937,109.12",2025-11-25
INV-3020,CLI-4431,1306038.16,2025-08-18
INV-4330,CLI-1784,159860.37,2026-04-03
INV-3778,CLI-3412,,2026-10-27
INV-2158,CLI-1938,224432.62,2026-06-19
INV-4737,CLI-4643,387568.01,2026-06-12
INV-2446,CLI-1467,1016273.01,2026-06-12
INV-5572,CLI-0567,1557208.57,2026-07-19
INV-4156,CLI-3580,-353396.24,2026-06-23
INV-2154,CLI-1999,-1081626.70,2026-06-05
INV-5189,CLI-2103,255737.53,2025-09-28
INV-3261,CLI-3937,1611321.14,2026-06-28
INV-1819,CLI-3530,54786.51,2026-06-28
INV-7313,CLI-3985,771973.21,2026-01-05
INV-7135,CLI-2239,1212098.65,2026-07-24
INV-5670,CLI-4658,1697814.85,2026-03-14
INV-4311,CLI-4968,1144747.16,
INV-1500,CLI-3442,1918571.49,2026-12-28
INV-3417,CLI-2040,1583948.99,2026-06-30
INV-3829,CLI-4081,,2026-10-09
INV-1212,CLI-4786,79658.90,2025-13-14
INV-7191,CLI-0696,944440.59,2025-06-24
INV-2733,CLI-1186,196526.91,2025-12-27
INV-3432,CLI-4702,1498872.94,2025-08-09
INV-4535,CLI-4887,545211.72,2026-08-30
INV-1404,CLI-2214,1560191.15,2025-09-28
INV-3898,CLI-1551,700615.83,2026-09-06
INV-4272,CLI-2824,688660.08,2026-02-08
INV-7234,CLI-3789,212438.35,2026-10-31
INV-1831,CLI-0886,N/A,2026-08-28
INV-3204,CLI-2855,913800.83,2025-10-31
INV-4429,CLI-1184,-154061.82,2026-06-03
INV-3917,CLI-4339,,2025-08-16
INV-2122,CLI-1975,1128918.77,2026-12-10
INV-3981,CLI-3845,414962.21,2026-02-23
INV-1523,CLI-1468,1436527.63,2025-12-24
INV-1656,CLI-1094,807844.86,2026-12-01
INV-6524,CLI-2050,1911661.74,2026-11-24
INV-3063,CLI-3135,1638818.86,2026-10-31
INV-2905,CLI-2503,,2026-01-21
INV-3426,CLI-0524,151165.17,2026-07-30
INV-6344,CLI-1217,"₹160,187.88",2026-02-18
INV-5771,CLI-2891,675844.37,2026-12-17
INV-7109,CLI-1844,1239451.35,2026-09-12
INV-2680,CLI-2206,241234.88,2026-09-15
INV-4269,CLI-4008,405827.09,2025-12-29
INV-5156,CLI-4975,1294045.25,2026-06-02
INV-7168,CLI-3403,703586.30,2025-10-09
INV-6643,CLI-4747,N/A,2025-12-12
INV-6108,CLI-3129,554985.69,2025-06-28
INV-5620,CLI-1547,817160.91,2026-05-13
INV-2710,CLI-3185,196554.10,2026-10-02
INV-3762,CLI-3572,868613.76,2026-10-25
INV-7045,CLI-0841,854897.25,2026-05-19
INV-7411,CLI-2276,1986875.77,2026-12-10
INV-2705,CLI-2089,1816031.19,2026-10-20
INV-4520,CLI-1154,332788.83,2026-06-10
INV-1483,CLI-1896,127004.85,2026-13-18
INV-4071,CLI-1587,1964745.60,2026-09-29
INV-5020,CLI-2592,436064.92,2025-06-26
INV-3330,CLI-1494,1383962.37,2025-12-16
INV-4996,CLI-0386,1939994.95,2026-02-12
INV-6127,CLI-1947,,2026-06-08
INV-3002,CLI-4503,953131.02,2025-07-27
INV-3301,CLI-0083,611444.33,2026-09-10
INV-5855,CLI-0536,1168567.49,2026-07-28
INV-3524,CLI-3838,773254.96,16-11-2025
INV-6307,CLI-4550,253097.70,2025-07-12
INV-2797,CLI-4889,626913.50,2025-08-16
INV-6346,CLI-0707,409167.49,05-10-2026
INV-2860,CLI-0092,495999.26,2026-12-07
INV-5375,CLI-4130,1495052.06,2026-11-21
INV-3741,CLI-2548,263944.76,2026-02-09
INV-1335,CLI-2849,1210768.42,2026-02-06
INV-6128,CLI-3121,1661544.80,2026-02-22
INV-5034,CLI-1393,540165.78,2025-09-27
INV-3808,CLI-3717,656692.90,2025-07-03
INV-7406,CLI-3499,233490.11,2026-03-15
INV-6348,CLI-4127,1258877.93,2025-08-17
INV-2911,CLI-2830,1796655.78,2025-12-07
INV-1433,CLI-1350,640250.10,2025-10-21
INV-1410,CLI-1207,172685.18,2025-09-16
INV-6440,CLI-1353,1634245.84,2025-06-09
INV-1917,CLI-0050,1183193.17,2026-08-11
INV-4597,CLI-1796,N/A,2026-02-16
INV-1760,CLI-0827,777475.06,2026-11-01
INV-5698,CLI-1500,198193.69,2026-01-23
INV-3320,CLI-3366,371667.83,2026-03-15
INV-2664,CLI-0079,"₹1,937,416.26",2026-05-07
INV-3116,CLI-0853,944854.94,2025-10-23
INV-2661,CLI-1070,1994448.82,2026-10-02
INV-1295,CLI-3520,617235.47,2025-07-29
INV-4671,CLI-1157,N/A,2026-11-09
INV-6174,CLI-2031,1978604.80,2025-08-10
